Name,Designation,Company,Country,Best Available LinkedIn ID,Best Available LinkedIn URL,Verification Status,LinkedIn ID,LinkedIn URL,Match Status,Confidence,Match Evidence,Source URL
Kalpana Ajayan,Regional Head - South Asia,Women's World Banking,India,kalpana-ajayan-5436766,https://www.linkedin.com/in/kalpana-ajayan-5436766/,Verified - high-confidence public match,kalpana-ajayan-5436766,https://www.linkedin.com/in/kalpana-ajayan-5436766/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/kalpana-ajayan-5436766/; margin=1.00,https://globalfintechfest.com/speakers
Jason Chan,Government Relations Lead APAC,Sumsub,Singapore,jason-chan-0ba868101,https://www.linkedin.com/in/jason-chan-0ba868101/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/jason-chan-0ba868101/; margin=0.00,https://globalfintechfest.com/speakers
Shubhanga Prasad,Co-founder & Partner,Aagama Ventures,United Kingdom,shubhangaprasad,https://www.linkedin.com/in/shubhangaprasad/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/shubhangaprasad/; margin=1.00,https://globalfintechfest.com/speakers
Sujay Kumar Yadav,Managing Director & CEO,SBI Payment Services Private Limited,India,,,No indexed candidate found,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Jeremy Tan,CEO,Liquid Group,Singapore,jeremy-tan-292b465b,https://www.linkedin.com/in/jeremy-tan-292b465b/,Verified - high-confidence public match,jeremy-tan-292b465b,https://www.linkedin.com/in/jeremy-tan-292b465b/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/jeremy-tan-292b465b/; margin=0.20,https://globalfintechfest.com/speakers
Tripti Tandon,Chief Revenue Officer,Data Sutram,India,tripti-tandon-6b00b21a,https://www.linkedin.com/in/tripti-tandon-6b00b21a/,Verified - provided by GFF,tripti-tandon-6b00b21a,https://www.linkedin.com/in/tripti-tandon-6b00b21a/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Tanya Naik,CBO Online and Omnichannel Business,Pine Labs,India,tanya-naik-8b78329,https://www.linkedin.com/in/tanya-naik-8b78329/,Verified - provided by GFF,tanya-naik-8b78329,https://www.linkedin.com/in/tanya-naik-8b78329/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Vasanth Jeyapaul,Chief Executive Officer,CAMSPay,India,vasanth-jeyapaul,https://www.linkedin.com/in/vasanth-jeyapaul/,Verified - provided by GFF,vasanth-jeyapaul,https://www.linkedin.com/in/vasanth-jeyapaul/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Vijay Rajagopal,Vice President - Growth,Nugget by Zomato,India,vijayrajagopal,https://www.linkedin.com/in/vijayrajagopal/,Verified - provided by GFF,vijayrajagopal,https://www.linkedin.com/in/vijayrajagopal/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Joydeep Dutta Roy,Executive Director,Indian Overseas Bank,India,joydeep-dutta-roy-32b25b208,https://www.linkedin.com/in/joydeep-dutta-roy-32b25b208/,Verified - high-confidence public match,joydeep-dutta-roy-32b25b208,https://www.linkedin.com/in/joydeep-dutta-roy-32b25b208/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/joydeep-dutta-roy-32b25b208/; margin=1.00,https://globalfintechfest.com/speakers
Ketan Doshi,Managing Director & CEO,Pay Point India Network,India,ketan-doshi-a7863bab,https://www.linkedin.com/in/ketan-doshi-a7863bab/,Verified - provided by GFF,ketan-doshi-a7863bab,https://www.linkedin.com/in/ketan-doshi-a7863bab/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Vikas Panwar,Country Business Manager - India,GLEIF (GLobal Legal Entity Identifier Foundation),India,vikas-panwar-86027432,https://www.linkedin.com/in/vikas-panwar-86027432/,Verified - provided by GFF,vikas-panwar-86027432,https://www.linkedin.com/in/vikas-panwar-86027432/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Vikash Jalan,Chief Operation Officer,Paytm,India,vikash-jalan-435531a,https://www.linkedin.com/in/vikash-jalan-435531a/,Verified - high-confidence public match,vikash-jalan-435531a,https://www.linkedin.com/in/vikash-jalan-435531a/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/vikash-jalan-435531a/; margin=1.00,https://globalfintechfest.com/speakers
Manas Mishra,Chief Product Officer,PayU Payments,India,manas-mishra-india,https://www.linkedin.com/in/manas-mishra-india/,Candidate - manual review required,,,ambiguous,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/manas-mishra-india/; margin=0.00,https://globalfintechfest.com/speakers
Kamal Budhabhatti,Founder and Head of Innovation,Craft Silicon,Kenya,kamal-budhabhatti,https://www.linkedin.com/in/kamal-budhabhatti/,Verified - high-confidence public match,kamal-budhabhatti,https://www.linkedin.com/in/kamal-budhabhatti/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/kamal-budhabhatti/; margin=0.10,https://globalfintechfest.com/speakers
Karthik Rajaram,General Manager and Country Head for India,ElevenLabs,India,karthik-rajaram-delivering-strategic-initiatives-for-india-,https://www.linkedin.com/in/karthik-rajaram-delivering-strategic-initiatives-for-india-/,Verified - provided by GFF,karthik-rajaram-delivering-strategic-initiatives-for-india-,https://www.linkedin.com/in/karthik-rajaram-delivering-strategic-initiatives-for-india-/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Yash Desai,Co-founder,ZET,India,yash-desai-20a3b5b1,https://www.linkedin.com/in/yash-desai-20a3b5b1/,Verified - provided by GFF,yash-desai-20a3b5b1,https://www.linkedin.com/in/yash-desai-20a3b5b1/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sandeep Agarwal,"CTO - Security, India and South Asia",Cisco,India,sandeep-agarwal-9672956,https://www.linkedin.com/in/sandeep-agarwal-9672956/,Verified - provided by GFF,sandeep-agarwal-9672956,https://www.linkedin.com/in/sandeep-agarwal-9672956/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Manoj Kumar,Executive Director,Securities and Exchange Board of India,India,manoj-kumar-34065b6,https://www.linkedin.com/in/manoj-kumar-34065b6/,Candidate - manual review required,,,ambiguous,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/manoj-kumar-34065b6/; margin=0.00,https://globalfintechfest.com/speakers
Kopal Vyas - Dhage,Chief Business Officer,NexNebula Technologies Pvt Ltd (Zrika),India,dr-kopalvyas,https://www.linkedin.com/in/dr-kopalvyas/,Verified - provided by GFF,dr-kopalvyas,https://www.linkedin.com/in/dr-kopalvyas/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sandeep Chagger,Managing Director,Peach Payments,Mauritius,sandeep-chagger-61931769,https://www.linkedin.com/in/sandeep-chagger-61931769/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/sandeep-chagger-61931769/; margin=0.00,https://globalfintechfest.com/speakers
Krishna Bhyravajosyula,Chief Product Officer,Perfios Software Solutions Pvt Ltd,India,bkrishnachaitanyafintech,https://www.linkedin.com/in/bkrishnachaitanyafintech/,Verified - provided by GFF,bkrishnachaitanyafintech,https://www.linkedin.com/in/bkrishnachaitanyafintech/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Kunal Guha,"Managing Director Commerce Partnerships, APAC",Google,Singapore,kunalguha,https://www.linkedin.com/in/kunalguha/,Verified - provided by GFF,kunalguha,https://www.linkedin.com/in/kunalguha/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ruchi Chojer,Executive Director (AFD),Securities and Exchange Board of India,India,,,No indexed candidate found,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Saravanakumar A,Managing Director & CEO,BOBCARD,India,saravanakumar-a-263537108,https://www.linkedin.com/in/saravanakumar-a-263537108/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/saravanakumar-a-263537108/; margin=0.00,https://globalfintechfest.com/speakers
Shaji Varghese,Chief Executive Officer,Muthoot FinCorp,India,shaji-varghese-0678639,https://www.linkedin.com/in/shaji-varghese-0678639/,Verified - provided by GFF,shaji-varghese-0678639,https://www.linkedin.com/in/shaji-varghese-0678639/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Kunal Rana,"Director, Merchant Partnerships",Google Pay,India,kunalrana,https://www.linkedin.com/in/kunalrana/,Verified - provided by GFF,kunalrana,https://www.linkedin.com/in/kunalrana/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Kush Mehra,Chief Business Officer,Pine Labs,India,kush-mehra-070a88315,https://www.linkedin.com/in/kush-mehra-070a88315/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/kush-mehra-070a88315/; margin=0.00,https://globalfintechfest.com/speakers
Satish Srivastava,Chief Executive Officer,GSTN,India,satish-srivastava-39671b36,https://www.linkedin.com/in/satish-srivastava-39671b36/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/satish-srivastava-39671b36/; margin=0.00,https://globalfintechfest.com/speakers
Subharun Mukherjee,Senior Vice President Global Markets,CleverTap,India,subharun-mukherjee-002268a,https://www.linkedin.com/in/subharun-mukherjee-002268a/,Verified - provided by GFF,subharun-mukherjee-002268a,https://www.linkedin.com/in/subharun-mukherjee-002268a/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Liberatha Kallat,Chairperson & Managing Director,Dreamfolks Services,India,liberatha-kallat-71316524,https://www.linkedin.com/in/liberatha-kallat-71316524/,Verified - provided by GFF,liberatha-kallat-71316524,https://www.linkedin.com/in/liberatha-kallat-71316524/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Saujanya Dev,Head - Risk & Compliance,CRED,India,saujanyadev,https://www.linkedin.com/in/saujanyadev/,Verified - high-confidence public match,saujanyadev,https://www.linkedin.com/in/saujanyadev/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/saujanyadev/; margin=1.00,https://globalfintechfest.com/speakers
Sunil Kulkarni,Advisor,IAMAI-BCFI,India,sunil-kulkarni-12a3291,https://www.linkedin.com/in/sunil-kulkarni-12a3291/,Verified - provided by GFF,sunil-kulkarni-12a3291,https://www.linkedin.com/in/sunil-kulkarni-12a3291/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Seema Prem,Co-founder and CEO,FIA Global,India,seema-prem-a581645,https://www.linkedin.com/in/seema-prem-a581645/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/seema-prem-a581645/; margin=1.00,https://globalfintechfest.com/speakers
Vineet Sukumar,"Promotor, Founder & CEO",Vivriti Capital,India,vineetsukumar,https://www.linkedin.com/in/vineetsukumar/,Verified - high-confidence public match,vineetsukumar,https://www.linkedin.com/in/vineetsukumar/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/vineetsukumar/; margin=0.20,https://globalfintechfest.com/speakers
Lokanath Panda,Chief Operating Officer,BLS E-Services Ltd.,India,lokanathpanda,https://www.linkedin.com/in/lokanathpanda/,Verified - provided by GFF,lokanathpanda,https://www.linkedin.com/in/lokanathpanda/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Louis Liu,Founder & CEO,FOMO Pay,Singapore,liuxilouis,https://www.linkedin.com/in/liuxilouis/,Verified - high-confidence public match,liuxilouis,https://www.linkedin.com/in/liuxilouis/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/liuxilouis/; margin=0.20,https://globalfintechfest.com/speakers
Vaibhav Tambe,CEO and Co-Founder,TBX,India,vaibhav-tambe-139156287,https://www.linkedin.com/in/vaibhav-tambe-139156287/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/vaibhav-tambe-139156287/; margin=0.00,https://globalfintechfest.com/speakers
Vinod Easwaran,Managing Director & CEO,Jio Payments Bank,India,vinod-easwaran-002342205,https://www.linkedin.com/in/vinod-easwaran-002342205/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/vinod-easwaran-002342205/; margin=0.00,https://globalfintechfest.com/speakers
Madhu Menon V P,"Managing Director, Global Head of SC PrismFX Sales",Standard Chartered Bank,Singapore,,,No indexed candidate found,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Vivek Gupta,Co-founder & Director,ROINET Solution,India,vivek-gupta-3b5963b,https://www.linkedin.com/in/vivek-gupta-3b5963b/,Verified - provided by GFF,vivek-gupta-3b5963b,https://www.linkedin.com/in/vivek-gupta-3b5963b/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Mahesh Iyer,MD & CEO,Thomas Cook,India,mahesh-iyer-2a18078,https://www.linkedin.com/in/mahesh-iyer-2a18078/,Candidate - manual review required,,,ambiguous,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/mahesh-iyer-2a18078/; margin=0.00,https://globalfintechfest.com/speakers
Mahesh Ramamoorthy,Chief Information Officer,YES Bank,India,maha1978,https://www.linkedin.com/in/maha1978/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/maha1978/; margin=0.00,https://globalfintechfest.com/speakers
Manish Maheshwari,Country Business Head - India,Stripe,India,manishlens,https://www.linkedin.com/in/manishlens/,Verified - provided by GFF,manishlens,https://www.linkedin.com/in/manishlens/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Manish Mimani,Founder & CEO,Protectt.ai Labs Pvt. Ltd.,India,manish-mimani-a09b734,https://www.linkedin.com/in/manish-mimani-a09b734/,Verified - provided by GFF,manish-mimani-a09b734,https://www.linkedin.com/in/manish-mimani-a09b734/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sonia Asher,Executive Chairperson and Whole-Time Director,Paramotor Digital Technology Limited,India,sonia-asher-b0bba663,https://www.linkedin.com/in/sonia-asher-b0bba663/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/sonia-asher-b0bba663/; margin=1.00,https://globalfintechfest.com/speakers
Milan Janardan Naik,Founder,BOXX Insurance,India,,,No indexed candidate found,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Movin Jain,Founder,Skydo Technologies Private Limited,India,movinjain,https://www.linkedin.com/in/movinjain/,Verified - provided by GFF,movinjain,https://www.linkedin.com/in/movinjain/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sophie Theen,Advisor,Paydock,United Kingdom,sophietheen,https://www.linkedin.com/in/sophietheen/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/sophietheen/; margin=1.00,https://globalfintechfest.com/speakers
Mridula Iyer,Managing Director - Asia South Head of Services,Citibank NA,Singapore,mridula-iyer-961aab163,https://www.linkedin.com/in/mridula-iyer-961aab163/,Verified - provided by GFF,mridula-iyer-961aab163,https://www.linkedin.com/in/mridula-iyer-961aab163/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sorcha Sullivan-Williams,"Head of Digital Assets, International Developed Markets",Tradeweb,United Kingdom,sorcha-sullivan-williams,https://www.linkedin.com/in/sorcha-sullivan-williams/,Verified - provided by GFF,sorcha-sullivan-williams,https://www.linkedin.com/in/sorcha-sullivan-williams/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Mujiruddin Shaikh,Chief Technology Officer,Reserve Bank Innovation Hub (RBIH),India,mujiruddin-shaikh-79b6641,https://www.linkedin.com/in/mujiruddin-shaikh-79b6641/,Verified - provided by GFF,mujiruddin-shaikh-79b6641,https://www.linkedin.com/in/mujiruddin-shaikh-79b6641/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sridhar Narayana,Chief Business Officer,Perfios Software Solutions Pvt Ltd,India,sridharnarayan,https://www.linkedin.com/in/sridharnarayan/,Verified - provided by GFF,sridharnarayan,https://www.linkedin.com/in/sridharnarayan/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Murali Mohan Rao Manduva,Chief Technology Officer,DCB Bank Ltd,India,muralimanduva,https://www.linkedin.com/in/muralimanduva/,Verified - provided by GFF,muralimanduva,https://www.linkedin.com/in/muralimanduva/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Srijan Nagar,Co-Founder,FinBox,India,srijannagar,https://www.linkedin.com/in/srijannagar/,Verified - provided by GFF,srijannagar,https://www.linkedin.com/in/srijannagar/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Nageen Kommu,CEO,Digitap AI,India,nageen-kommu-188aa338,https://www.linkedin.com/in/nageen-kommu-188aa338/,Verified - provided by GFF,nageen-kommu-188aa338,https://www.linkedin.com/in/nageen-kommu-188aa338/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sriram Venkateswaran,Director (Engineering),Google,India,sviyer,https://www.linkedin.com/in/sviyer/,Verified - provided by GFF,sviyer,https://www.linkedin.com/in/sviyer/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Subrat Mohanty,Executive Director,Axis Bank,India,subrat-k-mohanty,https://www.linkedin.com/in/subrat-k-mohanty/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/subrat-k-mohanty/; margin=0.00,https://globalfintechfest.com/speakers
Sudipto Nag,Group Head & Chief Credit Officer,Axis Bank,India,sudiptonag,https://www.linkedin.com/in/sudiptonag/,Verified - high-confidence public match,sudiptonag,https://www.linkedin.com/in/sudiptonag/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/sudiptonag/; margin=0.20,https://globalfintechfest.com/speakers
Neeraj Matiyani,"Head of India, DevRev",DevRev,India,matiyani,https://www.linkedin.com/in/matiyani/,Verified - provided by GFF,matiyani,https://www.linkedin.com/in/matiyani/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sujeet Tyagi,Chief Operating Officer,Montran India,India,tyagisujeet,https://www.linkedin.com/in/tyagisujeet/,Verified - provided by GFF,tyagisujeet,https://www.linkedin.com/in/tyagisujeet/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Nikhil Kurhe,CEO,Finarkein Analytics Private Limited,India,nikhilkurhe,https://www.linkedin.com/in/nikhilkurhe/,Verified - provided by GFF,nikhilkurhe,https://www.linkedin.com/in/nikhilkurhe/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sumit Nigam,Chief Technology Officer,Perfios Software Solutions Pvt Ltd,India,sumit-nigam-557343,https://www.linkedin.com/in/sumit-nigam-557343/,Verified - provided by GFF,sumit-nigam-557343,https://www.linkedin.com/in/sumit-nigam-557343/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Nikita Tambday,"Head of Product, Treasury Services",J.P. Morgan,India,nikita-tambday-86a3a011,https://www.linkedin.com/in/nikita-tambday-86a3a011/,Verified - provided by GFF,nikita-tambday-86a3a011,https://www.linkedin.com/in/nikita-tambday-86a3a011/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Nishchay Ag,CEO & Co-Founder,Changejar Technologies,India,nishchay-ag-904b325,https://www.linkedin.com/in/nishchay-ag-904b325/,Verified - provided by GFF,nishchay-ag-904b325,https://www.linkedin.com/in/nishchay-ag-904b325/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sunit Bose,Chief Technology Officer,NexNebula Technologies Pvt Ltd (Zrika),India,sunit-bose-a5419028,https://www.linkedin.com/in/sunit-bose-a5419028/,Verified - provided by GFF,sunit-bose-a5419028,https://www.linkedin.com/in/sunit-bose-a5419028/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Nitendra Rajput,"Senior Vice President & Head, AI Garage",Mastercard,India,nitendra-rajput,https://www.linkedin.com/in/nitendra-rajput/,Verified - provided by GFF,nitendra-rajput,https://www.linkedin.com/in/nitendra-rajput/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Paritosh Kashyap,Executive Director,Kotak Mahindra Bank,India,paritosh-kashyap-374895234,https://www.linkedin.com/in/paritosh-kashyap-374895234/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/paritosh-kashyap-374895234/; margin=0.00,https://globalfintechfest.com/speakers
Vikas Bansal,CEO,Amazon Pay India,India,vikas-bansal-168b8a46,https://www.linkedin.com/in/vikas-bansal-168b8a46/,Candidate - manual review required,,,ambiguous,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/vikas-bansal-168b8a46/; margin=0.00,https://globalfintechfest.com/speakers
Vikram Raichura,Founder & MD,Helo.ai by VivaConnect,India,vikramraichura,https://www.linkedin.com/in/vikramraichura/,Verified - provided by GFF,vikramraichura,https://www.linkedin.com/in/vikramraichura/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Paroma Chatterjee,CEO,Revolut India,India,paroma-chatterjee-503193,https://www.linkedin.com/in/paroma-chatterjee-503193/,Verified - high-confidence public match,paroma-chatterjee-503193,https://www.linkedin.com/in/paroma-chatterjee-503193/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/paroma-chatterjee-503193/; margin=1.00,https://globalfintechfest.com/speakers
Prachi Dharani Dharani,Co-founder & CEO,PayGlocal Technologies Pvt. Ltd.,India,prachi-dharani-94530a9,https://www.linkedin.com/in/prachi-dharani-94530a9/,Verified - provided by GFF,prachi-dharani-94530a9,https://www.linkedin.com/in/prachi-dharani-94530a9/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Vikram Sahu,CEO & Country Executive,Bank of America,India,vikram-sahu-62334bb8,https://www.linkedin.com/in/vikram-sahu-62334bb8/,Verified - high-confidence public match,vikram-sahu-62334bb8,https://www.linkedin.com/in/vikram-sahu-62334bb8/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/vikram-sahu-62334bb8/; margin=0.30,https://globalfintechfest.com/speakers
Pranav Mishra,President & Consumer Banking Head - Distribution & Transformation,Kotak Mahindra Bank,India,pranav-mishra-68b57b12,https://www.linkedin.com/in/pranav-mishra-68b57b12/,Verified - high-confidence public match,pranav-mishra-68b57b12,https://www.linkedin.com/in/pranav-mishra-68b57b12/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/pranav-mishra-68b57b12/; margin=0.20,https://globalfintechfest.com/speakers
Vineet Sethi,Chief Growth and Marketing Officer,PayU Payments Pvt. Ltd,India,vineet-sethi-b24b807,https://www.linkedin.com/in/vineet-sethi-b24b807/,Verified - provided by GFF,vineet-sethi-b24b807,https://www.linkedin.com/in/vineet-sethi-b24b807/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Pranay Bipin Jhaveri,Managing Director - India & South Asia,Euronet Worldwide,India,,,No indexed candidate found,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
William Ayub Mng'ong'ose,MANAGER PAYMENT SYSTEMS DEVELOPMENT AND SUPPORT,Bank of Tanzania,Tanzania,dr-william-ayub-mng’ong’ose-41374935b,https://www.linkedin.com/in/dr-william-ayub-mng’ong’ose-41374935b/,Candidate - manual review required,,,ambiguous,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/dr-william-ayub-mng’ong’ose-41374935b/; margin=0.10,https://globalfintechfest.com/speakers
Yanan Wu,Chairman/CEO,Surfin,Singapore,yananwu,https://www.linkedin.com/in/yananwu/,Verified - provided by GFF,yananwu,https://www.linkedin.com/in/yananwu/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Pravin Kumar Sharma,Founder & CEO,Futuretek Commerce (GetePay),India,pravin-kumar-sharma-16241b115,https://www.linkedin.com/in/pravin-kumar-sharma-16241b115/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/pravin-kumar-sharma-16241b115/; margin=0.00,https://globalfintechfest.com/speakers
Priyam Bose,"Global Head GTM, Truecaller for Business",Truecaller,India,priyam-bose-2373aa9,https://www.linkedin.com/in/priyam-bose-2373aa9/,Verified - provided by GFF,priyam-bose-2373aa9,https://www.linkedin.com/in/priyam-bose-2373aa9/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Yannick Schneider,Head of Regulatory Solutions,Bundesanzeiger Verlag GmbH,Germany,yannick-schneider-828781137,https://www.linkedin.com/in/yannick-schneider-828781137/,Verified - provided by GFF,yannick-schneider-828781137,https://www.linkedin.com/in/yannick-schneider-828781137/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Raj Kasi,General Manager,Hello Clever,Singapore,raj-kasi-247448101,https://www.linkedin.com/in/raj-kasi-247448101/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/raj-kasi-247448101/; margin=0.00,https://globalfintechfest.com/speakers
Rajappa Tadepalli,CEO,ASPIRE - IITB Research Park Foundation,India,rajappa-tadepalli,https://www.linkedin.com/in/rajappa-tadepalli/,Verified - provided by GFF,rajappa-tadepalli,https://www.linkedin.com/in/rajappa-tadepalli/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Yuvraj Singh Shekhawat,"CBO, Merchant Business",PhonePe,India,yuvrajsinghshekhawat,https://www.linkedin.com/in/yuvrajsinghshekhawat/,Verified - high-confidence public match,yuvrajsinghshekhawat,https://www.linkedin.com/in/yuvrajsinghshekhawat/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/yuvrajsinghshekhawat/; margin=0.20,https://globalfintechfest.com/speakers
Rajesh Saxena,"CEO, Consumer Banking",Intellect Design Arena Limited,India,rajesh-saxena-033ab44,https://www.linkedin.com/in/rajesh-saxena-033ab44/,Verified - high-confidence public match,rajesh-saxena-033ab44,https://www.linkedin.com/in/rajesh-saxena-033ab44/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/rajesh-saxena-033ab44/; margin=1.00,https://globalfintechfest.com/speakers
Rajith Shaji,Co-founder & CEO,Volopay,Singapore,rajiths,https://www.linkedin.com/in/rajiths/,Verified - provided by GFF,rajiths,https://www.linkedin.com/in/rajiths/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Rama Mohan Rao Amara,MD (RB & O),State Bank of India,India,ramamara,https://www.linkedin.com/in/ramamara/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/ramamara/; margin=1.00,https://globalfintechfest.com/speakers
Ramakrishnan Gopalan,"Head of Products & Solutions, India and South Asia",Visa,India,ramakrishnan-gopalan-a909062,https://www.linkedin.com/in/ramakrishnan-gopalan-a909062/,Verified - provided by GFF,ramakrishnan-gopalan-a909062,https://www.linkedin.com/in/ramakrishnan-gopalan-a909062/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ramanathan RV,Co-founder and CEO,Hyperface,India,ramanathanrv,https://www.linkedin.com/in/ramanathanrv/,Verified - high-confidence public match,ramanathanrv,https://www.linkedin.com/in/ramanathanrv/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/ramanathanrv/; margin=1.00,https://globalfintechfest.com/speakers
